source_id,path,granularity,row_count,key_fields,atlas_join_status,join_reason,dimensions_available,scientific_status,confound_status,row_count_status,schema_fields,sha256
champion_jud_v1_ab_bidonly_summary_json,champion/evidence/jud_v1/ab_bidonly_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,ba541faa4bee5735c0413fea6bcb5ef833c5630293f0a6a123ba940098d46cb7
champion_jud_v1_ab_margin_r8_vs_gus10_pilot_summary_json,champion/evidence/jud_v1/ab_margin_r8_vs_gus10_pilot_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,f5a622833fc4c67f1ffc5558c12c3424440b71b965604ea114cd25b4242d0a38
champion_jud_v1_ab_playonly_summary_json,champion/evidence/jud_v1/ab_playonly_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,74b826821590ad5e6370e2090202b0acf3cb2b4f7589d02a796b028bb93dd1b8
champion_jud_v1_ab_r0_bidonly_summary_json,champion/evidence/jud_v1/ab_r0_bidonly_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_made_rate|a_mean_bid|a_offense_share|a_wins|ci_hi|ci_lo|decl_hist|mean_mark_margin|n_games|point_margin,8d5825a456c1ed6a3b8269db0397da61f68137c324521551260f56e3bc2f728d
champion_jud_v1_ab_r0_full512_summary_json,champion/evidence/jud_v1/ab_r0_full512_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_made_rate|a_mean_bid|a_offense_share|a_wins|ci_hi|ci_lo|decl_hist|mean_mark_margin|n_games|point_margin,027097685eff8967c82f7ab950485ebeba383b62055148507ea89839360939c4
champion_jud_v1_ab_round0_summary_json,champion/evidence/jud_v1/ab_round0_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,8078098ed43393d424935b55e236a55d834b82dd7362f5339d26d3fa0d66e25f
champion_jud_v1_ab_vsrandom_summary_json,champion/evidence/jud_v1/ab_vsrandom_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,60f2dc2fd5b7ac71cf50ca6053ac326e68bcfdd8b0358ee8f1ddd68a3171cfb3
champion_jud_v1_js1_playonly_summary_json,champion/evidence/jud_v1/js1_playonly_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,8535ab4bdff91d5a0ef2cb8ac567e342dc1915c8f0946d2f6d83d14f11742025
champion_jud_v1_js2_n20_summary_json,champion/evidence/jud_v1/js2_n20_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,4e84b493ea6a51be1dcdd335d3e199a83f3c0d11de1064166eabfae6bf72117e
champion_jud_v1_js3_full512_summary_json,champion/evidence/jud_v1/js3_full512_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,9474dbf0ba911fddccbe7504cf5f062bb80c09fad8192d7d206617c0cec83d0b
champion_jud_v1_js3_playonly_summary_json,champion/evidence/jud_v1/js3_playonly_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,e8ed5bc920e2ad78270aa8481bfba89bb318e9409f39ab8c08d39f4f4aefa66d
champion_jud_v1_jud_build_report_md,champion/evidence/jud_v1/jud_build_report.md,evidence_narrative,194,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,88ba3d94846bdb7723cba2715436e63b1f1003a82edd06e9a212230afa330c80
champion_jud_v1_jud_v1_predictions_md,champion/evidence/jud_v1/jud_v1_predictions.md,evidence_narrative,112,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,15bfbac57d390f98b544c0a283f184f429346878290a16a935b011badcbb523a
champion_jud_v1_judsearch_build_report_md,champion/evidence/jud_v1/judsearch_build_report.md,evidence_narrative,155,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,a2545f91761625d1ba9d4b6cdd7924bdfdff902094e219b6652c3073476bf4b5
champion_jud_v1_loop_metrics_json,champion/evidence/jud_v1/loop_metrics.json,training_round_metrics,5,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,,d5eed1ec2ad3cb3d095dbeb78bbc91727c737ee4dac2dde34eb23a091aaff064
champion_jud_v1_playdiag_r0_summary_json,champion/evidence/jud_v1/playdiag_r0_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,59f433e0c5ac5a22d0889c8a625a4ee7445c36d7ddb0ad0cb798880762dc4412
champion_jud_v1_playdiag_r4_summary_json,champion/evidence/jud_v1/playdiag_r4_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,62c206ff367ffb13cac5037d7825c02c94c79e550469ad621190fbd61e3fddb3
champion_jud_v1_zeb_protocol_judplay_summary_json,champion/evidence/jud_v1/zeb_protocol_judplay_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,26e6e5d63cd4ea771b860ca986316915ae9f5ed94b6a2fcee2ef43ffd4c1f874
champion_jud_v1_zeb_protocol_judsearch_summary_json,champion/evidence/jud_v1/zeb_protocol_judsearch_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,cdbdf06244946b3c74acb60f28abebc068e7e191a051e41e6ecc1aefcf37181a
champion_run26_selfplay_RESULTS_txt,champion/evidence/run26_selfplay/RESULTS.txt,evidence_narrative,19,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,ae41d718eef841a05f25750cc6723591dfad28fa860d82088bd79c550df1c9c7
champion_run26_selfplay_round0_ab_json,champion/evidence/run26_selfplay/round0/ab.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_win_rate|a_wins|ci_excludes_zero|ci_hi_95|ci_lo_95|mean_mark_margin|n_games,448a0c54bf7190e65059e4ae58e47f50dbfa8123d71d17cbd0905cb87fe268f5
champion_run26_selfplay_round0_kl_txt,champion/evidence/run26_selfplay/round0/kl.txt,training_round_metrics,4,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,d8035c099824e4e0d99f20b7a967161940d592211cbbd5e2f7d9d51e6487f79e
champion_run26_selfplay_round1_ab_json,champion/evidence/run26_selfplay/round1/ab.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_win_rate|a_wins|ci_excludes_zero|ci_hi_95|ci_lo_95|mean_mark_margin|n_games,71d23602e0daf64567e6fe7d802e651599aa2533ba68f33931d911505a39ae02
champion_run26_selfplay_round1_kl_txt,champion/evidence/run26_selfplay/round1/kl.txt,training_round_metrics,4,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,7096ff4c5b2e867432036715e32e7507bfe2d966546c29fc1058f1e1b0a9d73d
champion_run26_selfplay_round2_ab_json,champion/evidence/run26_selfplay/round2/ab.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_win_rate|a_wins|ci_excludes_zero|ci_hi_95|ci_lo_95|mean_mark_margin|n_games,c18fd442fe45af800cb02b89018ab456756c2c88ce230dc1aec4092acb64f94f
champion_run26_selfplay_round2_kl_txt,champion/evidence/run26_selfplay/round2/kl.txt,training_round_metrics,4,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,9aaee1ee196caee34e98cec18e07f365a1470936885f6b5db1a42cb1e34399f7
champion_run26_selfplay_round3_ab_json,champion/evidence/run26_selfplay/round3/ab.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_win_rate|a_wins|ci_excludes_zero|ci_hi_95|ci_lo_95|mean_mark_margin|n_games,8bc160db41a53cde6c463fe366d817abe5b2d46907b418149a9f9abbacd59f84
champion_run26_selfplay_round3_kl_txt,champion/evidence/run26_selfplay/round3/kl.txt,training_round_metrics,4,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,32ec152387f0823ae07317006d8cc5579dc95e3654e16bdfb45b692eb8bf77ac
