claim_id,family,ledger_status,completion_bucket,evidence_strength,phase4_next_bead,phase4_recommendation,ready_for_powered_test_phase2,testability_class_phase2,claim,headline_evidence,primary_artifacts_existing,ledger_evidence_artifacts,target_wiki_page_phase2,known_blocker_or_caveat,ledger_next_check,phase2_completion_evidence,phase2_likely_blockers
ch07-protected-one-off-shape-frequency,84 bidder/defender,underpowered,review_for_ledger_update,generated_seed_inventory,ledger_reconciliation,review_status_move_to_context_limited_or_supported_frequency,needs_84_generation,static_84_substrate_needs_dynamic_rollout,Typical 84 candidate shapes with one protected off are available often enough to support the bidding advice.,"Phase 3 mined 22,176 protected-one-off candidate rows in 50,000 seeds.",w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/eighty_four_seed_mining/summary.json; w42/eighty_four_seed_mining/surface_summary.csv; w42/eighty_four_claim_validation/summary.json; w42/eighty_four_claim_validation/claim_ledger_delta.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/eighty_four_claim_validation/bidder_shape_summary.csv,wiki/experiments/w42-84-claim-validation.md; wiki/experiments/w42-phase2-84-weapon-preservation-probe.md,"This is seed frequency/surface inventory, not late-state action value.",Run make/set rollouts for score-gated 84 candidate states.,"84-specific paired preserve/break/abandon tests with stopper survival labels, hidden-holder diagnostics, public-evidence examples, and CIs.",Needs 84-specific dynamic states; static ownership/asset counts do not prove preservation or abandonment timing.
ch04-safe-partner-count-donation,partner support,context-limited,active_phase4,generated_direct,t42-br7n.1,keep_open_under_phase4_1,needs_label_refinement,direct_action_contrast_needs_stronger_labels,Safe count donation under current bidder-team trick control is better than same-decision alternatives.,Partner count when bidder side controls was +0.608 Q.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/gus_corpus_claim_deep_dive/paired_contrasts.csv; w42/gus_corpus_claim_deep_dive/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,The effect is real but small and timing-gated.,Add guaranteed-win strength and later-seat overtake labels before broad partner-support promotion.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-low-trump-trap-against-count-dump,partner support,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Partner donation without trump-in versus count dumped while trumping in,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/partner_support_claim_validation/claim_proxy_stats.csv; w42/partner_support_claim_validation/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct partner-intent and forcedness detectors before moving statuses broadly.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-lead-capture-for-support,partner support,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Winning the current trick versus non-winning alternatives,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/partner_support_claim_validation/claim_proxy_stats.csv; w42/partner_support_claim_validation/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct partner-intent and forcedness detectors before moving statuses broadly.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-effective-double-highest-remaining,partner support,contradicted,complete_contradicted,direct_or_deterministic,none,close_as_contradicted,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Virtual boss off-suit tile versus lower live off-suit tile,Ledger already marks this contradicted; keep as tested unless a new operational definition is proposed.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/partner_support_claim_validation/claim_proxy_stats.csv; w42/partner_support_claim_validation/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,Contradiction should be preserved unless a phase-4 worker explicitly redefines the claim.,Implement direct partner-intent and forcedness detectors before moving statuses broadly.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-lead-away-from-count-damage,partner support,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Low-liability off lead versus count-exposing off lead,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/partner_support_claim_validation/claim_proxy_stats.csv; w42/partner_support_claim_validation/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct partner-intent and forcedness detectors before moving statuses broadly.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-avoid-disruptive-partner-trump-lead,partner support,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Off lead versus trump lead from lead position,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/partner_support_claim_validation/claim_proxy_stats.csv; w42/partner_support_claim_validation/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct partner-intent and forcedness detectors before moving statuses broadly.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch04-unsafe-partner-count-donation,partner support,supported,complete_direct_empirical,generated_direct,none,close_as_supported_negative_control,yes_after_harness,direct_action_contrast_ready_for_replication,The bidder's partner should not donate count into a defense-controlled trick that the candidate cannot win.,Partner count into defense was -8.351 Q in phase 3.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/gus_corpus_claim_deep_dive/paired_contrasts.csv; w42/gus_corpus_claim_deep_dive/summary.json,wiki/experiments/w42-partner-support-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,Directly operationalized as same-decision action contrast.,Add guaranteed-win strength labels for the positive safe-donation rule.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-pounce-count-before-certainty,setter defense,supported,complete_direct_empirical,generated_direct,none,close_as_supported,yes_after_harness,direct_action_contrast_ready_for_replication,"When a defender can take an offense-controlled trick with count, the pounce-count action is better than same-decision alternatives.",Setter pounce count was strongly positive; pounce-to-set-now was +5.930 Q in phase 3.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/gus_corpus_claim_deep_dive/paired_contrasts.csv; w42/gus_corpus_claim_deep_dive/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,"Still row-local, not full multi-trick plan simulation.",Add bid-margin/high-bid filters and bidder-off inference before broad Chapter 5 promotion.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-extra-count-to-set,setter defense,context-limited,active_phase4,generated_partial,t42-br7n.1,keep_open_under_phase4_1,needs_label_refinement,direct_action_contrast_needs_stronger_labels,Pounce count that immediately reaches the set threshold is better than same-decision alternatives.,"Pounce-to-set-now slices are positive, but extra-count-to-set needs bid-margin/set-accounting gates.",w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/gus_corpus_claim_deep_dive/paired_contrasts.csv; w42/gus_corpus_claim_deep_dive/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,Needs explicit set-now and remaining-count controls.,Add bid-margin and explicit five-count/ten-count loss-budget labels.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-count-calling-lead,setter defense,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,High-liability count-calling lead versus low-liability lead,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/setter_defense_claim_validation/claim_proxy_stats.csv; w42/setter_defense_claim_validation/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct setter-pounce labels and set-threshold accounting.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-count-protection,setter defense,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Protected count action versus unprotected count action,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/setter_defense_claim_validation/claim_proxy_stats.csv; w42/setter_defense_claim_validation/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct setter-pounce labels and set-threshold accounting.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-trump-rich-count-intervention,setter defense,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Trumping in on count versus holding count while opponent currently wins,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/setter_defense_claim_validation/claim_proxy_stats.csv; w42/setter_defense_claim_validation/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct setter-pounce labels and set-threshold accounting.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch12-setter-pounce-high-bid-off,setter defense,context-limited,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_detector_implementation,direct_detector_or_paired_contrast_needed,Opponent count pressure present versus absent,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/setter_defense_claim_validation/claim_proxy_stats.csv; w42/setter_defense_claim_validation/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,No central ledger promotion without the owning phase-4 artifact.,Implement direct setter-pounce labels and set-threshold accounting.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch05-reckless-count-to-bidder,setter defense,supported,complete_direct_empirical,generated_direct,none,close_as_supported_negative_control,yes_after_harness,direct_action_contrast_ready_for_replication,A defender should not dump count into an offense-controlled trick when the candidate cannot win the trick.,Setter reckless count to bidder was -7.829 Q; Ch05 label replication was also strongly negative.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/gus_corpus_claim_deep_dive/paired_contrasts.csv; w42/gus_corpus_claim_deep_dive/summary.json,wiki/experiments/w42-setter-defense-claim-validation.md; wiki/experiments/w42-gus-corpus-tactical-claim-deep-dive.md,Directly operationalized as an action-local negative-control claim.,Use this as a regression fixture for future pounce detectors.,"Paired same-decision contrasts with bootstrap CIs, declaration/seat/trick slices, example decisions, W&B progress series, and conservative ledger update.","Needs the reusable harness plus stronger forcedness, guaranteed-control, later-seat-risk, and bid-margin slices."
ch03-trump-pull-sequencing,bidder sequencing,underpowered,active_phase4,generated_partial,t42-br7n.1,keep_open_under_phase4_1,needs_sequence_counterfactuals,sequence_counterfactual_or_model_probe_needed,"Proxy evidence improves tiny-model oracle alignment, but no trump-first/off-first counterfactual was run.",Called double vs lower called-suit was +5.720 Q; pooled called-suit lead vs off-suit was -1.935 Q.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/bidder_sequencing_claim_validation/claim_summary.csv; w42/bidder_sequencing_claim_validation/summary.json,wiki/experiments/w42-bidder-sequencing-claim-validation.md; wiki/experiments/w42-phase2-seat-position-strategy-map.md,"The broad book wording needs exception buckets, not a blanket promotion.",Run trump-first/off-first paired rollouts and late-endgame proof checks.,Sequence counterfactuals or proof-checker labels plus ablated w42 tag probes that show whether tags improve learning and where they fail.,Current evidence is tag/model-bucket proxy; no trump-first/off-first sequence counterfactual exists.
ch03-reentry-preservation,bidder sequencing,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_sequence_counterfactuals,sequence_counterfactual_or_model_probe_needed,Available buckets touch hand/protection structure but do not encode final-trump-spent-before-off-clear.,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/bidder_sequencing_claim_validation/claim_summary.csv; w42/bidder_sequencing_claim_validation/summary.json,wiki/experiments/w42-bidder-sequencing-claim-validation.md; wiki/experiments/w42-phase2-seat-position-strategy-map.md,No central ledger promotion without the owning phase-4 artifact.,Run trump-first/off-first paired rollouts and late-endgame proof checks.,Sequence counterfactuals or proof-checker labels plus ablated w42 tag probes that show whether tags improve learning and where they fail.,Current evidence is tag/model-bucket proxy; no trump-first/off-first sequence counterfactual exists.
ch03-off-timing,bidder sequencing,underpowered,active_phase4,needs_generated_or_dynamic_evidence,t42-br7n.1,keep_open_under_phase4_1,needs_sequence_counterfactuals,sequence_counterfactual_or_model_probe_needed,Proxy buckets improve alignment; no paired early-off versus trump-first rollout exists in the artifacts.,Route to t42-br7n.1: bidder/partner/setter hand-shape and sequence counterfactuals.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/bidder_sequencing_claim_validation/claim_summary.csv; w42/bidder_sequencing_claim_validation/summary.json,wiki/experiments/w42-bidder-sequencing-claim-validation.md; wiki/experiments/w42-phase2-seat-position-strategy-map.md,No central ledger promotion without the owning phase-4 artifact.,Run trump-first/off-first paired rollouts and late-endgame proof checks.,Sequence counterfactuals or proof-checker labels plus ablated w42 tag probes that show whether tags improve learning and where they fail.,Current evidence is tag/model-bucket proxy; no trump-first/off-first sequence counterfactual exists.
ch03-count-inventory,bidder sequencing,context-limited,active_phase4,generated_direct_negative_control,t42-br7n.1,keep_open_under_phase4_1,needs_sequence_counterfactuals,sequence_counterfactual_or_model_probe_needed,"Count buckets show the strongest proxy gains, but this validates tag usefulness rather than the book's full sequencing rule.",Bidder lead count vs noncount was -4.877 Q in phase 3.,w42/claim_analysis_matrix/claim_analysis_matrix.csv; w42/claim_analysis_matrix/ready_powered_tests.csv; w42/claim_analysis_synthesis/claim_family_synthesis.csv; w42/claim_analysis_synthesis/summary.json; w42/sequence_seat_counterfactuals/summary.json; w42/sequence_seat_counterfactuals/paired_contrasts.csv; w42/sequence_seat_counterfactuals/label_metrics.csv; w42/seat_position_claim_tests/summary.json; w42/tactical_claim_replication/summary.json; w42/joined_claim_row_model_table/summary.json; w42/joined_claim_row_model_table/ablation_results.csv; w42/joined_claim_row_model_table/family_inventory.csv,w42/bidder_sequencing_claim_validation/claim_summary.csv; w42/bidder_sequencing_claim_validation/summary.json,wiki/experiments/w42-bidder-sequencing-claim-validation.md; wiki/experiments/w42-phase2-seat-position-strategy-map.md,"This supports inventory caution, but not a complete bidder-plan proof.",Run trump-first/off-first paired rollouts and late-endgame proof checks.,Sequence counterfactuals or proof-checker labels plus ablated w42 tag probes that show whether tags improve learning and where they fail.,Current evidence is tag/model-bucket proxy; no trump-first/off-first sequence counterfactual exists.
